-4 -4 -18143.182070239272
-4 -3 -12923.493992575704
-4 -2 -7704.776715389838
-4 -1 -2487.0302386816693
-4 0 2729.745437548801
-4 1 7945.550313301573
-4 2 13160.384388576646
-4 3 18374.24766337402
-4 4 23587.1401376937
-3 -4 -18823.7523927286
-3 -3 -13603.986657531454
-3 -2 -8385.583280088784
-3 -1 -3168.5422604005926
-3 0 2047.1364015331228
-3 1 7261.452705712362
-3 2 12474.406652137124
-3 3 17685.998240807407
-3 4 22896.227471723218
-2 -4 -19511.070260156626
-2 -3 -14289.068851915335
-2 -2 -9068.764150383391
-2 -1 -3850.1561555607964
-2 0 1366.755132552452
-2 1 6581.969713956354
-2 2 11795.487588650909
-2 3 17007.308756636114
-2 4 22217.433217911974
-1 -4 -20205.260695678153
-1 -3 -14979.241874948151
-1 -2 -9755.144115212152
-1 -1 -4532.9674164701555
-1 0 687.288221277838
-1 1 5905.62279803183
-1 2 11122.036313791818
-1 3 16336.528768557802
-1 4 21549.100162329785
0 -4 -20904.380199633542
0 -3 -15673.440317909537
0 -2 -10444.500436185532
0 -1 -5217.560554461526
0 0 7.37932726247848
0 1 5230.319208986484
0 2 10451.25909071049
0 3 15670.198972434495
0 4 20887.1388541585
1 -4 -21604.789252534956
1 -3 -16369.16512683494
1 -2 -11135.462062128929
1 -1 -5903.680058416915
1 0 -673.8191156989071
1 1 4554.120766025098
1 2 9780.139586755102
1 3 15004.2373464911
1 4 20226.4140452331
2 -4 -22302.050619622627
2 -3 -17063.082144287862
2 -2 -11825.81037566245
2 -1 -6590.2353137463815
2 0 -1356.356958539661
2 1 3875.8246899577116
2 2 9106.309631745738
2 3 14335.097866824417
2 4 19562.18939519375
3 -4 -22992.16808836459
3 -3 -17751.966986850293
3 -2 -12513.128243090478
3 -1 -7275.651857085135
3 0 -2039.5378288342695
3 1 3195.213841662119
3 2 8428.60315440403
3 3 13660.630109391466
3 4 18891.294706624427
4 -4 -23672.877540492584
4 -3 -18433.77345327504
4 -2 -13195.6401665352
4 -1 -7958.477680273058
4 0 -2722.285994488613
4 1 2512.9348908181328
4 2 7747.184975647179
4 3 12980.464259998527
4 4 18212.772743872178
