-4 -4 68.89226139431827
-4 -3 35.21940844742065
-4 -2 15.209737340042592
-4 -1 0.49646185668709464
-4 0 -12.077967778594974
-4 1 -23.48058023501093
-4 2 -33.44593744683467
-4 3 -40.91603396588711
-4 4 -44.51492797636628
-3 -4 41.24823650671743
-3 -3 26.590419630154408
-3 -2 17.040319350036537
-3 -1 9.135202723166948
-3 0 1.3398527785091048
-3 1 -6.946967898927959
-3 2 -15.62852490511943
-3 3 -23.936042149850543
-3 4 -30.52798136280792
-2 -4 11.01843674896853
-2 -3 10.998811860208889
-2 -2 10.386482674762494
-2 -1 8.890226653164799
-2 0 6.18753603029033
-2 1 2.0121754957440636
-2 2 -3.6913672313369332
-2 3 -10.564835742573393
-2 4 -17.671211937739862
-1 -4 -12.554634174608768
-1 -3 -2.7812306576383428
-1 -2 3.0337761665106897
-1 -1 6.500435577656191
-1 0 8.098051853236326
-1 1 7.807659165078537
-1 2 5.445860153379442
-1 3 0.9615611103594617
-1 4 -5.251665872910955
0 -4 -29.84886179381246
0 -3 -13.497410434808199
0 -2 -3.2754468503154825
0 -1 3.6950390962058783
0 0 8.464802309249407
0 1 11.223818281124554
0 2 11.730767727658467
0 3 9.64103979887878
0 4 4.884515082627772
1 -4 -40.2648876657592
1 -3 -19.931360756209614
1 -2 -7.172065760002798
1 -1 1.7606011894181854
1 0 8.306671175447756
1 1 12.818364779648029
1 2 15.062396222168452
1 3 14.56492591630195
1 4 11.011048761480403
2 -4 -42.658546838331624
2 -3 -21.006994537537572
2 -2 -7.699674383011189
2 -1 1.5089370337235515
2 0 8.252424194953939
2 1 12.977119659112876
2 2 15.50933124753445
2 3 15.417436868926837
2 4 12.403711325532598
3 -4 -36.68288680870378
3 -3 -16.854511400591086
3 -2 -5.229322493123476
3 -1 2.4586701929299686
3 0 7.806332956176457
3 1 11.281458390550924
3 2 12.821084359200247
3 3 12.187939498861462
3 4 9.30604200458452
4 -4 -24.042421843844146
4 -3 -9.56906019422416
4 -2 -1.7996143860999005
4 -1 2.853002027186349
4 0 5.671888597071231
4 1 7.069293992648833
4 2 7.116954113426557
4 3 5.829387229094255
4 4 3.375057934445479
